,name,number
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#sch2#6558#09#L.TIF,174.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#cgp5#7014#14#L.TIF,175.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#damp#7011#02#L.TIF,176.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#mk80#7029#08#L.TIF,177.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2S1#L#dpat#7066#19#L.TIF,178.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#keta#6557#25#L.TIF,179.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2S1#L#dpat#7065#10#L.TIF,180.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#sr95#7059#04#L.TIF,181.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#sr95#7059#10#L.TIF,182.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#ly34#7057#24#L.TIF,183.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#praz#7042#18#L.TIF,184.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#mk80#7030#16#L.TIF,185.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#uk14#7053#12#L.TIF,186.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2S1#L#flum#7009#16#L.TIF,187.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#mk80#7031#24#L.TIF,188.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#afdx#7038#15#L.TIF,189.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2S1#L#sch2#7052#22#L.TIF,190.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#epib#6560#08#L.TIF,191.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2S1#L#keta#7047#08#L.TIF,192.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#ly34#7056#16#L.TIF,193.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2S1#L#praz#7043#21#L.TIF,194.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#ampa#7025#23#L.TIF,195.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#uk14#7053#09#L.TIF,196.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#damp#7011#03#L.TIF,197.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#musc#6405#11#L.TIF,198.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#dpmg#7022#21#L.TIF,199.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#cgp5#7014#07#L.TIF,200.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#sr95#7060#21#L.TIF,201.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#kain#7026#03#L.TIF,202.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2S1#L#oxot#7046#21#L.TIF,203.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#musc#6405#12#L.TIF,204.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2S1#L#praz#7041#11#L.TIF,205.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#ly34#7056#15#L.TIF,206.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#flum#7008#09#L.TIF,207.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#mk80#7029#07#L.TIF,208.0
